ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,NO,NO2,CO,PM2.5,PM10
2021-01-08 07:20:00,0.013793510641936436,88.84086479482991,759.2773315119499,67.12447890239648,0.3252819193749053,-4.241443213177877,0.029855880042739022,0.04448634771079056,0.3417284128483684,0.01484313535670726,0.02291997796295734
2021-01-08 07:40:00,0.01379826914074696,88.83791217446033,759.2673013307995,66.98502107374195,0.32457240835994944,-4.2390830284306045,0.03037811777234204,0.044979644494604794,0.3466226764998376,0.014886166648682862,0.02297021386402175
2021-01-08 08:00:00,0.013802818879862984,88.83496206075888,759.2571751760878,66.84597925682945,0.3238657540582419,-4.236703653160818,0.03088367636393892,0.04541855221780727,0.3506496580648849,0.014930425066527322,0.02301013831533949
2021-01-08 08:20:00,0.01380715995729077,88.83201455799218,759.2469532472215,66.70735816316676,0.323161986473061,-4.234305096088251,0.031354393423804645,0.045781474894874,0.3536535642235934,0.014974846204498675,0.023035313382842197
2021-01-08 08:40:00,0.013811292478223712,88.82906977008236,759.2366355617509,66.56916250053429,0.3224611355714156,-4.231887366605809,0.03177522069791334,0.046052598528419066,0.3555568832613667,0.015018550637912641,0.02304175390895212
2021-01-08 09:00:00,0.013815216555228103,88.82612780060757,759.226221955437,66.43139697267821,0.32176323128164447,-4.229450474805591,0.03213507619058815,0.0462227518594147,0.3563637898358435,0.015060841509702985,0.023026304040796565
2021-01-08 09:20:00,0.013818932308001707,88.82318875277457,759.2157120827674,66.29406627928155,0.32106830349356147,-4.226994431457626,0.03242731818168277,0.046289702366430915,0.35615654386279316,0.015101188029947286,0.02298696461825346
2021-01-08 09:40:00,0.01382243986361282,88.82025272946288,759.2051054176344,66.15717511576156,0.32037638205671626,-4.224519248024403,0.032649815432414325,0.04625787333132714,0.35508524091732263,0.015139198613395756,0.022923131632697186
2021-01-08 10:00:00,0.013825739356216811,88.81731983314828,759.1944012544478,66.02072817293845,0.3196874967786788,-4.222024936648747,0.03280462729347022,0.04613752514504382,0.3533519297291726,0.015174588013231804,0.02283571457927508
2021-01-08 10:20:00,0.013828830927372736,88.81439016599357,759.1835987095377,65.88473013722553,0.31900167742544233,-4.219511510169843,0.03289734439246969,0.04594349646357718,0.35119067018161854,0.015207142985969755,0.022727116248308477
