ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,CO,NO,NO2,PM2.5,PM10
2021-02-24 12:40:00,0.02221243480676689,76.31767537612996,746.5142283020087,21.667621564214546,1.6139367401304199,-3.617677748310853,0.5641294570069789,0.02159323449985379,0.04435412719338479,0.015791831257778242,0.012263570772340466
2021-02-24 13:00:00,0.022210886508341878,76.32891175688636,746.5321836480986,21.65763152108442,1.614652900463907,-3.625955799655957,0.5635700235267405,0.02130864856755731,0.044028442161850895,0.01575718293603473,0.01226443343144024
2021-02-24 13:20:00,0.02220942093320393,76.34034253599157,746.5499960571376,21.64818558276279,1.6153721361667177,-3.634206993627272,0.5635483114620664,0.021074442674206093,0.043762648165947396,0.015726282611516616,0.012265556443507459
2021-02-24 13:40:00,0.02220803889168664,76.3519676070864,746.5676630869864,21.639284832798893,1.6160944407699933,-3.6424310969836,0.5640532601663206,0.020887369505440283,0.04357273524121688,0.015700717347099574,0.01226712933075245
2021-02-24 14:00:00,0.02220674119101405,76.36378685835199,746.5851825749625,21.63093034166523,1.616819807726005,-3.6506278770982705,0.5650307888710868,0.020741165144023382,0.043473626880863876,0.015681979066366612,0.012269248403319633
2021-02-24 14:20:00,0.022205528635238597,76.37580017255758,746.6025526347461,21.62312316685775,1.6175482304103777,-3.658797101997324,0.5663972452722849,0.020628207644275476,0.043478002085159714,0.01567138910560144,0.012271905600379296
2021-02-24 14:40:00,0.022204402025169816,76.38800742699087,746.6197716527822,21.61586435272344,1.618279702120115,-3.666938540327209,0.568055043580433,0.020541060338547242,0.04359515055965534,0.01567001498912334,0.012274989708052079
2021-02-24 15:00:00,0.022203362158518654,76.40040849354689,746.6368382846393,21.60915493052304,1.619014216075451,-3.675051961390703,0.5699083487237864,0.020473705255552695,0.043830003061953754,0.015678586731463058,0.012278299664217522
2021-02-24 15:20:00,0.022202409829604294,76.41300323868437,746.6537514511109,21.602995918229052,1.6197517654177978,-3.6831371351400053,0.5718767263089934,0.02042232336522587,0.04418246273504424,0.01569742150500288,0.012281568271782435
2021-02-24 15:40:00,0.022201545829513746,76.4257915233897,746.6705103340022,21.5973883205586,1.6204923432110157,-3.691193832169808,0.5739049997247331,0.02038554571645672,0.04464713038681418,0.015726365988262787,0.01228449346091195
2021-02-24 16:00:00,0.022200770946090086,76.43877320327393,746.6871143719056,21.59233312910343,1.6212359424424057,-3.699221823749343,0.5759680939741112,0.020364174163068578,0.04521347116380544,0.01576476499262485,0.012286773403317196
