ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,NO2,NO,PM10,CO
2021-01-01 00:00:00,0.005979296952178383,88.3830836245505,757.7522098706024,131.2013551371541,1.4506255892688986,-4.191010294481358,0.05329487121362589,0.022621621102051754,0.025529153851326508,0.2505173523637201
2021-01-01 00:20:00,0.005998558142051077,88.38881047767138,757.8091083571111,131.07598465016287,1.4507741142072357,-4.1914690106297146,0.05264902171475553,0.02263355502825947,0.02531487655261541,0.2463293285726661
2021-01-01 00:40:00,0.00601807256450914,88.39452255680011,757.8665284818769,130.95068240895355,1.4509188604083334,-4.1919330447707,0.051951132887998595,0.022670653012465954,0.025049476591661995,0.24244977591172287
2021-01-01 01:00:00,0.006037839634467208,88.40021974530673,757.9244508177842,130.8254495584517,1.4510598243663244,-4.192402426464519,0.051212996824193696,0.022728850298537155,0.024755168100833273,0.23887210586242577
2021-01-01 01:20:00,0.006057858757347399,88.40590192737244,757.9828554701302,130.70028724448818,1.451197002684788,-4.1928771847250506,0.050447025597862696,0.02280106387663048,0.024453919397670394,0.23551594003888637
2021-01-01 01:40:00,0.006078129329039169,88.41156898805235,758.041722092215,130.57519661370586,1.4513303920772311,-4.193357348009162,0.04966653681701649,0.022878009055318255,0.024165412203411733,0.23224819029831217
2021-01-01 02:00:00,0.006098650735794103,88.41722081321758,758.1010299010408,130.45017881373272,1.4514599893671611,-4.193842944230279,0.048886100180751416,0.022949488980779014,0.023905393419414556,0.2289122712666843
2021-01-01 02:20:00,0.006119422354499641,88.42285728960422,758.1607576939383,130.32523499290156,1.4515857914884633,-4.194334000742946,0.04812183954079209,0.023006011742695488,0.023684600387782938,0.2253615664647626
2021-01-01 02:40:00,0.006140443552419158,88.42847830478429,758.2208838650125,130.20036630058905,1.4517077954853008,-4.194830544354548,0.047391580574531876,0.02304053548991361,0.02350836524316059,0.22149265442927354
2021-01-01 03:00:00,0.00616171368743847,88.43408374719279,758.2813864225716,130.07557388685962,1.4518259985125919,-4.1953326013175865,0.046714746303308755,0.023050111396173977,0.023376916501817075,0.21727374472079433
2021-01-01 03:20:00,0.006183232107989146,88.43967350611616,758.3422430065381,129.95085890271875,1.4519403978360568,-4.195840197328184,0.04611193048549765,0.023037192056161004,0.023286307397745964,0.21276428883563053
2021-01-01 03:40:00,0.006204998153035993,88.44524747169869,758.4034309063704,129.8262225000471,1.4520509908325427,-4.196353357526855,0.045604119332910864,0.023010400227064205,0.023229821707158475,0.20812276065638846
2021-01-01 04:00:00,0.006227011152182833,88.45080553494556,758.4649270795035,129.70166583141526,1.452157774990011,-4.196872106499683,0.045211580312781455,0.02298460737195059,0.023199648714611984,0.20360102486809525
2021-01-01 04:20:00,0.006249270425618146,88.45634758773099,758.5267081697295,129.57719005042665,1.4522607479080816,-4.197396468273633,0.04495248700551621,0.022980247403351188,0.023188586901899958,0.1995253598224854
2021-01-01 04:40:00,0.006271775284246165,88.46187352279686,758.5887505263763,129.45279631134102,1.4523599072978528,-4.197926466318916,0.04484139462850046,0.023021879774129804,0.023191534862391856,0.19626587475032878
2021-01-01 05:00:00,0.006294525029556464,88.46738323374367,758.6510302233718,129.32848576930192,1.4524552509820872,-4.198462123546448,0.044887715768765976,0.023136107250578526,0.02320655798133331,0.19419755618593998
2021-01-01 05:20:00,0.0063175189537801844,88.47287661506509,758.7135230788857,129.20425958030603,1.4525467768958151,-4.199003462308681,0.045094365015026075,0.02334903639583981,0.023235376821764527,0.193657310409155
2021-01-01 05:40:00,0.006340756339864646,88.47835356211041,758.7762046749908,129.08011890113613,1.4526344830859415,-4.199550504394644,0.045456741244250996,0.02368353281503515,0.02328320074695937,0.19490199547694514
2021-01-01 06:00:00,0.006364236461493984,88.48381397112036,758.8390503778661,128.9560648892774,1.452718367711864,-4.200103271037092,0.04596219618831539,0.024156560381127793,0.02335791837906232,0.19807247497283162
2021-01-01 06:20:00,0.006387958583063277,88.48925773920972,758.9020353578692,128.83209870315432,1.4527984290452056,-4.200661782902227,0.046590098884989564,0.02477689878298102,0.023468743976260337,0.2031681631999177
2021-01-01 06:40:00,0.006411921959866531,88.49468476437937,758.9651346100665,128.70822150194277,1.4528746654705547,-4.201226060098186,0.04731255133366426,0.025543505324446724,0.023624494652529485,0.21003542712152648
2021-01-01 07:00:00,0.006436125837931222,88.50009494552444,759.0283229749468,128.58443444552367,1.4529470754850464,-4.201796122167218,0.048095746687005746,0.026444727338030924,0.023831727874458346,0.21837168840055693
2021-01-01 07:20:00,0.006460569454158918,88.50548818241137,759.0915751590826,128.46073869466827,1.4530156576987674,-4.202371988087712,0.04890189452784146,0.027458486966972274,0.02409299473682152,0.22774530468486293
2021-01-01 07:40:00,0.006485252036310243,88.51086437571281,759.154865756179,128.33713541080462,1.4530804108351119,-4.20295367627657,0.04969157566759346,0.02855345952700892,0.02440545848665827,0.237629508511792
2021-01-01 08:00:00,0.006510172803042811,88.51622342699861,759.2181692680787,128.21362575625585,1.453141333730362,-4.203541204581327,0.05042633859249112,0.02969116127725182,0.024760089910907775,0.2474470561624455
2021-01-01 08:20:00,0.00653533096392488,88.52156523871722,759.2814601259776,128.09021089393843,1.4531984253344543,-4.204134590290376,0.051071317200536676,0.030828764065404968,0.025141585738014994,0.2566209800056814
2021-01-01 08:40:00,0.006560725719522414,88.52688971423161,759.3447127116274,127.96689198765692,1.4532516847105845,-4.204733850120499,0.05159763891072703,0.03192237409997936,0.0255290707666613,0.26462609597006864
2021-01-01 09:00:00,0.006586356261330709,88.53219675780332,759.4079013786617,127.84367020186015,1.4533011110357512,-4.205339000226067,0.05198440537390652,0.03293045932483431,0.0258975492268651,0.27103578315021004
2021-01-01 09:20:00,0.006612221771856015,88.53748627459719,759.4710004739321,127.7205467017939,1.4533467036008014,-4.2059500561904875,0.0522200639473568,0.03381709063816477,0.026219977376373188,0.2755590433158611
