ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,CO,NO2,NO,PM10,PM2.5
2021-01-01 00:00:00,0.0034039484969992997,87.45994007460172,757.1181801285059,114.27093056023182,1.1639407165710143,-4.485413556281623,0.41721689932128536,0.052502750515174654,0.03661366209910325,0.023348442564217725,0.01463447506029307
2021-01-01 00:20:00,0.0034134134828463815,87.45622654430544,757.1728929563493,114.22591413190226,1.163571532619835,-4.485533219614605,0.4097344329924991,0.05189471598208233,0.03625025119727913,0.02313539277252969,0.01454238644399047
2021-01-01 00:40:00,0.0034229436223100797,87.45248148321251,757.2281177466544,114.18118672728772,1.1632070281003273,-4.485656957200598,0.4021710390449544,0.05119823623879059,0.03582258264371503,0.0228936437651975,0.0144500992766811
2021-01-01 01:00:00,0.00343253841938131,87.44870493645666,757.2838370870832,114.13674546308053,1.1628471632298831,-4.485784810356285,0.3947254425633673,0.050429774893747246,0.03533876880469023,0.022632967404631586,0.014359108149557868
2021-01-01 01:20:00,0.0034421973758727575,87.44489695051755,757.3400330954529,114.09258744383567,1.1624918980992989,-4.485916819882136,0.3875454897502432,0.049609065207162455,0.03481123558461627,0.022364074266423787,0.014270522481017758
2021-01-01 01:40:00,0.0034519199915882363,87.44105757325754,757.3966874331744,114.04870976226601,1.162141192675475,-4.4860530260503975,0.3807264379332672,0.04875858110926945,0.034256665776936306,0.022097687089757484,0.014185107636094594
2021-01-01 02:00:00,0.003461705764085249,87.4371868538868,757.4537813188181,114.00510949956617,1.1617950068047858,-4.486193468619966,0.37431663000481336,0.04790283515096716,0.033695659462621395,0.02184368573797671,0.01410338106586376
2021-01-01 02:20:00,0.003471554189027313,87.43328484297773,757.5112955426123,113.96178372519273,1.161453300212595,-4.486338186818497,0.368329333362538,0.047067519606681964,0.03315208513438808,0.02161041965995945,0.014025747464374962
2021-01-01 02:40:00,0.0034814647598529515,87.4293515924606,757.5692104807886,113.91872949730755,1.1611160325065617,-4.486487219355635,0.36275874499738564,0.04627851812455249,0.03265212072116834,0.021404259378567176,0.013952651610499947
2021-01-01 03:00:00,0.0034914369680809493,87.42538715561956,757.6275061109145,113.87594386277803,1.1607831631783698,-4.486640604413183,0.3575976498100248,0.045560826572615516,0.03222301329564957,0.02122942559164726,0.013884724931513746
2021-01-01 03:20:00,0.003501470303233247,87.42139158709611,757.686162027244,113.83342385728906,1.160454651605116,-4.486798379644416,0.35285403222544925,0.04493743217220123,0.03189161698290998,0.021088097323601465,0.01382290225299246
2021-01-01 03:40:00,0.0035115642527807876,87.41736494288567,757.7451574565915,113.79116650559179,1.160130457051877,-4.486960582173888,0.34856410390764603,0.04442820853364645,0.03168279698871615,0.02098076394911962,0.013768488660669707
2021-01-01 04:00:00,0.003521718302284191,87.4133072803223,757.8044712747502,113.74916882150029,1.1598105386726065,-4.487127248597924,0.3447997023165206,0.044048889802713535,0.03161781032439685,0.020906754492913078,0.013723162504409688
2021-01-01 04:20:00,0.0035319319353509446,87.40921865810786,757.8640820228857,113.70742780815971,1.1594948555137146,-4.48729841498005,0.34166877408182117,0.04381018882703144,0.031712787665562625,0.020864855365510398,0.013688908598247325
2021-01-01 04:40:00,0.003542204633730048,87.40509913627872,757.9239679247471,113.6659404581332,1.159183366514075,-4.487474116852511,0.3393085886681409,0.0437171213719283,0.031977443594133216,0.020853917438467387,0.013667884649281292
2021-01-01 05:00:00,0.003552535877157155,87.40094877621507,757.9841069038042,113.62470375344367,1.1588760305074435,-4.487654389213662,0.3378723149187154,0.04376859062285545,0.032414133075850345,0.020873356387156854,0.013662232791193099
