ds,Осадки,Влажность,Давление,Направление ветра,Скорость ветра,Температура,CO,NO,PM10,PM2.5,NO2
2021-01-01 00:00:00,0.0035440684660744924,79.87680062679836,762.2167599675082,99.07142155005587,0.4622990433876806,-4.494464208513486,0.39437740503480095,0.008832168012935664,0.026470977891176355,0.01620956156271423,0.03229765908006722
2021-01-01 00:20:00,0.0035641791226023976,79.88176159661131,762.2717309004781,99.0878487568114,0.46257595470943746,-4.495240735955473,0.38917125953797616,0.008955180997717417,0.026200483679740247,0.01619857388912732,0.03184098568000264
2021-01-01 00:40:00,0.0035844645508787097,79.88668090207206,762.3272376058927,99.10401328367465,0.4628487164865332,-4.4960204824061405,0.3829238683124786,0.008988613730071114,0.02590302664907974,0.01617781575681533,0.03133030720945107
2021-01-01 01:00:00,0.0036049243665367617,79.89155847759471,762.3832615795978,99.11991335009432,0.46311731723991023,-4.4968034760841675,0.37575975692195335,0.008928317316147402,0.02560054973803588,0.016151902683535703,0.030781706154146698
2021-01-01 01:20:00,0.0036255581792925505,79.89639425920977,762.4397838211223,99.13554718006355,0.4633817455955085,-4.497589744714117,0.3678197603001933,0.00877604158454111,0.025313371537245572,0.016124952112148202,0.030210022093960766
2021-01-01 01:40:00,0.0036463655931052753,79.90118818462851,762.4967848480666,99.15091300206363,0.4636419902853553,-4.498379315516314,0.35926605592894,0.008540028456675236,0.02505835543628833,0.016100241854902973,0.029628558670766598
2021-01-01 02:00:00,0.0036673462059751936,79.90594019317467,762.554244710648,99.16600904930952,0.4638980401475841,-4.499172215220262,0.3502881589783655,0.008235108734186019,0.02484753650392685,0.016079984989570757,0.029049156487368416
2021-01-01 02:20:00,0.003688499610209204,79.9106502258378,762.6121430072113,99.18083355972259,0.46414988412736735,-4.499968470049265,0.34110807236389745,0.007882231441779942,0.02468735299797787,0.016065239906791033,0.028482567028835167
2021-01-01 02:40:00,0.0037098253921660704,79.91531822523652,762.6704588996092,99.19538477607418,0.46439751127693957,-4.500768105731765,0.33198274219999063,0.007507409191597617,0.024578555162860158,0.016055958004298078,0.027939017970064962
2021-01-01 03:00:00,0.0037313231325010986,79.91994413564437,762.7291711295954,99.20966094607698,0.464640910756623,-4.5015711474943645,0.32320221462516197,0.007140123668550145,0.02451678147288226,0.016051155421240398,0.027428831428146744
2021-01-01 03:20:00,0.003752992406077394,79.92452790297804,762.7882580352592,99.22366032240295,0.46488007183460894,-4.50237762005968,0.31508239966114093,0.006811295622049524,0.024493711764141876,0.016049181108794757,0.02696294779474696
2021-01-01 03:40:00,0.0037748327819397617,79.92906947479715,762.8476975680161,99.23738116286539,0.46511498388806616,-4.503187547647238,0.3079520606270277,0.00655097672033173,0.02449863756204434,0.016048043084662733,0.02655322006574058
2021-01-01 04:00:00,0.003796843823418515,79.93356880030416,762.9074673101549,99.250821730421,0.4653456364032333,-4.504000953974998,0.30213447486605144,0.006385959898995673,0.024520240749448984,0.016045749106670112,0.026212375713569342
2021-01-01 04:20:00,0.003819025088081112,79.93802583035324,762.9675444923898,99.26398029333939,0.4655720189760126,-4.504817862254141,0.29792504566521666,0.006337525318118836,0.024548348478185128,0.01604061781725205,0.025953591123237814
2021-01-01 04:40:00,0.0038413761278241476,79.94244051744332,763.0279060122455,99.27685512518579,0.4657941213124952,-4.50563829519193,0.29556687457542147,0.006419537598090516,0.02457543769941189,0.01603152158995658,0.025789681342615098
2021-01-01 05:00:00,0.0038638964887232445,79.94681281570536,763.0885284523945,99.28944450500532,0.46601193322897383,-4.506462274988633,0.2952268259738287,0.006637085880303525,0.024597696169381254,0.016018032136567797,0.025731967935182943
